Audio_File|Original_Transcription|Synthesized_Transcription|CER|WER|UTMOS_Original|UTMOS_Synthesized|Log_F0_RMSE|MCD|Speaker_Cosine_Similarity
bas_rnd1_001.wav| De asemenea, contează și dacă imobilul este la stradă sau nu.| De asemenea contează și dacă imobilul este la stradă sau nu.|0.0|0.0|3.0552024841308594|2.664496660232544|0.07239531360379214|3.0380605820979047|0.97359985
bas_rnd1_002.wav| până în prezent proiectul avea sustinere a ambelor partide, care și-a împărțit deja conducerea noilor renditălți.| Până în prezent, proiectul avea susținere a ambelor partide, care și-au împărțit deja conducerea noilor entități.|0.045454545454545456|0.1875|2.1697819232940674|2.3814315795898438|0.12325036558213454|3.2908723056882394|0.979832
bas_rnd1_003.wav| Măreanul urăște lipsa de punctualitate și fățănicia.| Măreanul urăște lipsa de punctualitate și fățărnicia.|0.0196078431372549|0.14285714285714285|2.4170024394989014|2.658010482788086|0.05717933374379176|2.7627695510741543|0.9692623
bas_rnd1_004.wav| în acest camin au prioritate studenții în ani terminali.| În acest camin au prioritate studenții în anii terminali.|0.01818181818181818|0.1111111111111111|2.954282760620117|2.761143684387207|0.16876277311851645|3.2059470463464486|0.97007686
bas_rnd1_005.wav| dincolo de efectele economice și comerciale, dreva ne face să avem și lipsă de încredere în justiție.| Dincolo de efectele economice și comerciale, greva ne face să avem și lipsă de încredere în justiție.|0.010101010101010102|0.058823529411764705|2.4075255393981934|2.7760863304138184|0.09605547468477642|3.291455312103286|0.97595364
bas_rnd1_006.wav| Dacă vecinii nu reclamă, noi nu putem depista spargerile de pereții legale din apartamente.| Dacă vecinii nu reclamă, noi nu putem depista spargerile de pereți illegale din apartamente.|0.02247191011235955|0.14285714285714285|2.3284435272216797|2.5941150188446045|0.0913040317163545|3.0456598757684477|0.9711682
bas_rnd1_007.wav| Ampluarea nu va fi aceeași, dar organizatorii se vor strădui să aducă produse autentic germane la poalele tâmpei.| Amploarea nu va fi aceeași, dar organizatorii se vor strădui să aducă produse autentice germane la poalele tâmpei.|0.018018018018018018|0.1111111111111111|2.564502716064453|2.1712534427642822|0.12325781151260232|2.8228511228831943|0.9750744
bas_rnd1_008.wav|""" Vreau să continu în acest domeniu până la sfârșitul vieții"""", spune cu o mină foarte serioasă micuța."""|""" Vreau să continu în acest domeniu până la sfârșitul vieții"""", spune cu o mină foarte serioasă micuța."""|0.0|0.0|3.1795754432678223|2.4327099323272705|0.07973342055305067|2.843742492132478|0.96895796
bas_rnd1_009.wav| Căzăturile sunt la ordine a zilei. Am picioarele negre, sunt ca un dalmatian.| Căzăturile sunt la ordine a zilei. Am picioarele negre, sunt ca un dalmațian.|0.013513513513513514|0.07692307692307693|3.154359817504883|2.819988250732422|0.06691402367286589|2.7358637440954183|0.9624026
bas_rnd1_010.wav| pe de altă parte conform rezultate lor obținute.| pe de altă parte conform rezultate lor obținute.|0.0|0.0|2.444988965988159|2.0736849308013916|0.1251708511098171|2.7493008614180034|0.9574199
bas_rnd1_011.wav| Nu este însă la fel de clar cu cât ar crește consumul și dependența de droguri.| Nu este însă la fel de clar cu cât ar crește consumul și dependența de droguri.|0.0|0.0|2.5571210384368896|2.4730284214019775|0.1008402387514578|2.69799379289213|0.97785586
bas_rnd1_012.wav| Departajarea se face pe probe de 50 de metri care trebuiesc parcurse în 10 secunde.| Departajarea se face pe probe de 50 de metri care trebuiesc parcurse în 10 secunde.|0.0|0.0|2.5595273971557617|2.4711594581604004|0.12347930008890838|2.838336068180632|0.9757215
bas_rnd1_013.wav| O păstrez ca amintire la loc de cinste, își amintește informaticianul.| O păstrez ca amintire la loc de cinste își amintește informaticianul.|0.0|0.0|3.1093039512634277|2.3361973762512207|0.14114104269580927|2.9396515473512927|0.9723605
bas_rnd1_014.wav| Sabau spune că stilul de joc al lăncierilor este același ca și pe vremea când juca el în Olanda.| Sabau spune că stilul de joc al lâncierilor este același ca și pe vremea când jucar el în Olanda.|0.021052631578947368|0.10526315789473684|2.6286416053771973|2.165992021560669|0.14200258014180178|2.7841768216012452|0.97499555
bas_rnd1_015.wav| M-am înțeles bine cu toată echipa, mi-a plăcut foarte mult, spune ea.| M-am înțeles bine cu toată echipa, mi-a plăcut foarte mult, spune ea.|0.0|0.0|2.77787446975708|2.411287784576416|0.09988706023528883|3.0748570002984428|0.9641069
bas_rnd1_016.wav| Dacă îi prindem, nu îi exmatriculăm din facultate.| Dacă îi prindem, nu îi exmadriculăm din facultate.|0.020833333333333332|0.125|3.049448013305664|2.589146375656128|0.056825361362447556|2.9688463392284836|0.94220924
bas_rnd1_017.wav| Pe lângă câini bătrâne avem și căței foarte drăguți și inteligenți.| Pe lângă câini bătrâne avem și căței foarte drăguți și inteligenti.|0.015151515151515152|0.09090909090909091|2.7560930252075195|2.15205717086792|0.11867818811238502|3.562220707975214|0.97053623
bas_rnd1_018.wav| Ion Tirinescu deține funcția de șef al poliției rutiere Hunedoara din anul 2005.| Ion Tirinescu deține funcția de șef al Poliției Rutiere Hunedoara din anul 2005.|0.0|0.0|2.6983678340911865|2.4146432876586914|0.04591386777919708|2.7468591496859185|0.9730638
