Audio_File|Original_Transcription|Synthesized_Transcription|CER|WER|UTMOS_Original|UTMOS_Synthesized|Log_F0_RMSE|MCD|Speaker_Cosine_Similarity
bas_rnd1_001.wav| De asemenea contează și dacă imobilul este la stradă sau nu.| De asemenea, contează și dacă imobilul este la stradă sau nu.|0.0|0.0|3.0520594120025635|2.983128309249878|0.10125283193158649|1.5043564699762884|0.99119467
bas_rnd1_002.wav| până în prezent proiectul avea sustinere a ambelor partide care și-au împărțit deja conducerea noilor renditălți.| Până în prezent, proiectul avea sustinere a ambelor partide care și-au împărțit deja conducerea noilor rendite alții.|0.036036036036036036|0.125|2.1714959144592285|2.3893842697143555|0.0792578144326499|1.6031757403278537|0.9964089
bas_rnd1_003.wav| Măreanul urăște lipsa de punctualitate și fățănicia.| Voi mareanul urăște lipsa de punctualitate și fățărnicia.|0.11764705882352941|0.42857142857142855|2.413775682449341|2.5508716106414795|0.06792084146520153|1.5031063357967551|0.99012107
bas_rnd1_004.wav| în acest camin au prioritate studenții în ani terminali.| În acest camin au prioritate studenții în ani terminali.|0.0|0.0|2.956810712814331|3.2729482650756836|0.1260870136974345|1.6654453312457973|0.99343014
bas_rnd1_005.wav| dincolo de efectele economice și comerciale, dreva ne face să avem și lipsă de încredere în justiție.| dincolo de efectele economice și comerciale, greva ne face să avem și liță de împredere în justiție.|0.050505050505050504|0.17647058823529413|2.4072000980377197|2.510284423828125|0.25266540254808045|1.695279336403572|0.993914
bas_rnd1_006.wav| Dacă vecinii nu reclamă, noi nu putem depista spargerile de pereții legale din apartamente.| Dacă vecinii nu reclamă, noi nu putem depista spargerile de pereții legale din apartamente.|0.0|0.0|2.3287196159362793|2.5203399658203125|0.08207755484883954|1.8737356133567864|0.9877535
bas_rnd1_007.wav| Ampluarea nu va fi aceeași, dar organizatorii se vor strădui să aducă produse autentic germane la poalele tâmpei.| Amplioarea nu va fi aceeași, dar organizatorii se vor strădi să aducă produse autentice germane la palele tămpei.|0.05405405405405406|0.2777777777777778|2.5660834312438965|2.3944389820098877|0.09849055887445522|3.6844727348411106|0.96275866
bas_rnd1_008.wav|""" Vreau să continu în acest domeniu până la sfârșitul vieții"""", spune cu o mină foarte serioasă micuța."""|""" Vreau să continu în acest domeniu până la sfârșitul vietii."""" Spune cu o mină foarte serioasă micută."""|0.030927835051546393|0.11764705882352941|3.1789355278015137|2.668466091156006|0.1480309309369269|3.2825345757118383|0.9582232
bas_rnd1_009.wav| Căzăturile sunt la ordine a zilei. Am picioarele negre, sunt ca un dalmatian.| Cazaturile sunt la ordine a zilei. Am picioarele negre, sunt ca un darmatian.|0.04054054054054054|0.15384615384615385|3.157200336456299|2.3391590118408203|0.19480754257211064|3.2223609950272656|0.96067804
bas_rnd1_010.wav| pe de altă parte conform rezultate lor obținute.| de altă parte conform rezultatelor obținute.|0.0851063829787234|0.375|2.446474552154541|1.7581413984298706|0.06769740278135751|3.1311247156649986|0.96325254
bas_rnd1_011.wav| Nu este însă la fel de clar cu cât ar crește consumul și dependența de droguri.| Nu este însă la fel de clar cu cât ar crește consumul și dependența de drogul.|0.02564102564102564|0.0625|2.558680772781372|2.1252658367156982|0.07999535111692063|3.468610980074824|0.95815414
bas_rnd1_012.wav| Departajarea se face pe probe de 50 de metri care trebuiesc parcurse în 10 secunde.| Departajarea se face pe probe de 50 de metri care trebuiesc parcurse în 10 secunde.|0.0|0.0|2.5617287158966064|2.0754196643829346|0.11421426900728891|3.2728594987547113|0.97788215
bas_rnd1_013.wav| O păstrez ca amintire la loc de cinste își amintește informaticianul.| o păstrez ca amintire la loc de ciste și amintește informaticiană.|0.058823529411764705|0.2727272727272727|3.1108081340789795|2.01450777053833|0.12534751013088805|3.451424037236801|0.95471275
bas_rnd1_014.wav| Sabau spune că stilul de joc al lăncierilor este același ca și pe vremea când juca el în Olanda.| Să vă au spune că stilul de joc al lăncierilor este același ca și pe vremea când juca el în Olanda.|0.05263157894736842|0.15789473684210525|2.628948450088501|2.143580198287964|0.27262438886651064|3.5654439061341163|0.9654964
bas_rnd1_015.wav| M-am înțeles bine cu toată echipa, mi-a plăcut foarte mult, spune ea.| M-am înțeles bine cu toată echipa, mi-a plăcut foarte mult, spune ea.|0.0|0.0|2.7794032096862793|2.6814823150634766|0.11115808945110493|3.448504298941327|0.96500564
bas_rnd1_016.wav| Dacă îi prindem, nu îi exmatriculăm din facultate.| Dacă îi prindem, nu îi îns matriculăm din facultate.|0.08333333333333333|0.25|3.0540099143981934|2.9310543537139893|0.07665916573650564|3.2468775876023708|0.9494575
bas_rnd1_017.wav| Pe lângă câini bătrâne avem și căței foarte drăguți și inteligenți.| Pe lângă câini bătrâne, avem și căței foarte drăguți și inteligenti.|0.015151515151515152|0.09090909090909091|2.754868268966675|2.30241060256958|0.1443929182256635|3.877407502488278|0.9566215
bas_rnd1_018.wav| Ion Tirinescu deține funcția de șef al poliției rutiere Hunedoara din anul 2005.| Ion Tilinescu deține funcția de șef al Poliției Rutiere Vunedoară din anul 2005.|0.0379746835443038|0.15384615384615385|2.6996829509735107|2.2394001483917236|0.09910746990788269|3.401915521603929|0.96991384
bas_rnd1_019.wav| Răspunde nu numai de funcționarea optimă, ci și de asigurarea baniilor pentru toate cheltuielile radio-ului.| răspunde n-o numai de funcționarea optimă, ci și de asigurarea banilor pentru toate tertuelile radio-ului.|0.05714285714285714|0.2|2.48348331451416|1.7126712799072266|0.08198199502714573|3.826831138033696|0.9623779
bas_rnd1_020.wav| I-a plăcut jurnalismul și pentru a ajunge să fie formator de opinie a început Facultatea la Pitei.| Ea plăcut journalismul și pentru a ajunge să fie formator de opinia a început facultatea la Pitei.|0.03125|0.17647058823529413|2.4115262031555176|2.273876428604126|0.1339736740057674|3.4871308307240616|0.9530273
bas_rnd1_021.wav| Sunt unii care au descoperit pe aceste rețele foșcolești de școală.| Sunt unii care au descoperit pe aceste retre de foci colegi de scoala.|0.16666666666666666|0.45454545454545453|3.2337100505828857|2.469825029373169|0.10615857510996456|3.632768489258915|0.95780694
bas_rnd1_022.wav| Arădenii sunt din ce în ce mai speriați la gândul că trebuie să circule pe drumul Arad și Ria.| arădenii sunt din ce în ce mai speriați la gânduri că trebuie să cecule pe drumul arat și ea.|0.07526881720430108|0.21052631578947367|2.7108213901519775|2.479196071624756|0.19671250163429205|3.4600739361465127|0.9667372
bas_rnd1_023.wav| Pe toate rutele din județul Vâlcea se fac, începând de săptămâna aceasta, controale care vizează activitățile de transport persoane.| Pe toate rutele din Județul Vocea se fac, începând de săptămână această, controale care vizează activitățile de transport persoane.|0.031007751937984496|0.15789473684210525|2.473728895187378|1.9217197895050049|0.08584568351716675|3.697711390939084|0.9673681
bas_rnd1_024.wav| Capitala și Nordestul au cunoscut cele mai mari ritmuri de creștere ale sumelor restante.| capitala și nordestul au cunoscut cele mai mari ritmuri de prestere ale sumelor restante.|0.022727272727272728|0.07142857142857142|2.573364019393921|1.9091010093688965|0.07552829889493887|3.866616630550715|0.9660243
bas_rnd1_025.wav| Vechile cabinete erau la o distanță de 150 metri de spital și nu corespundeau reglementărilor Ministerului sănătății.| Vecile cabinete erau la o distanță de 150 metri de spital și nu corespundeau reglementărilor ministerului sănătății.|0.008620689655172414|0.058823529411764705|2.4633636474609375|1.9564732313156128|0.174296562407978|3.7000926588999428|0.9703032
bas_rnd1_026.wav| Fără aceste două elemente de bază, nu ai cum să lucrezi cu niciun copil.| Fără aceste două elemente de bază nu ai cum să lucrezi cu niciun copil.|0.0|0.0|2.635223865509033|2.4156665802001953|0.06619568887551147|4.045513184034251|0.9405982
bas_rnd1_027.wav| Dorim să atragem finanțarea printr-un program transfrontalier cu República Moldova.| Dorim să atragem finanțarea printr-un program transfrontalier cu Republica Moldova.|0.012345679012345678|0.1|2.5677876472473145|2.2772533893585205|0.14008167531151425|3.5376202003175377|0.96758884
bas_rnd1_028.wav| La ora actuală, oamenii sunt preocupați de a avia și nu mai sunt preocupați de a fi.| la ora actuală oamenii sunt preocupați de a avea și nu mai sunt preocupați de a fi.|0.012195121951219513|0.058823529411764705|2.657491683959961|2.0909297466278076|0.12342297802041503|3.7791649974012578|0.96517354
bas_rnd1_029.wav| Românii din străinătate nu există pentru autoritățile române de acolo, a oftat mama bărbatului.| Românii distrinătate nu există pentru autoritățile române de acolo, au stat mama bărbatului.|0.06451612903225806|0.2857142857142857|2.5875468254089355|2.3221263885498047|0.10510251790283615|3.1284253640829607|0.96633875
bas_rnd1_030.wav| De asemenea este organizat și Campionatul Național de Caraudio.| De asemenea, este organizat și Campeonatul Național de Caraudio.|0.016129032258064516|0.1111111111111111|2.8002474308013916|2.3043735027313232|0.07230413463656192|3.5077643412018613|0.9795494
